,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-24328964.212485,15613506.843722,-42352482.264306,-16520484.749652
Tax Rate For Calcs,0.209759,0.224288,0.222106,0.199838
Normalized EBITDA,2472913674.07,2630257060.18,2696769794.39,2415079504.95
Total Unusual Items,-115985226.86,69613541.99,-190686290.7,-82669451.76
Total Unusual Items Excluding Goodwill,-115985226.86,69613541.99,-190686290.7,-82669451.76
Net Income From Continuing Operation Net Minority Interest,922364312.72,1216096388.55,1210304385.11,1193948325.12
Reconciled Depreciation,954462884.67,896139806.1,732525662.32,647263581.1
Reconciled Cost Of Revenue,10856182028.16,10267775894.03,9540054288.51,8951110712.1
EBITDA,2356928447.21,2699870602.17,2506083503.69,2332410053.19
EBIT,1402465562.54,1803730796.07,1773557841.37,1685146472.09
Net Interest Income,-108906528.92,-111869474.56,-99567451.67,-76468142.45
Interest Expense,147822156.98,160056032.0,123529805.05,92421587.72
Interest Income,44907009.81,53747484.67,27504954.84,20526684.25
Normalized Income,1014020575.367515,1162096353.403722,1358638193.545694,1260097292.130348
Net Income From Continuing And Discontinued Operation,922364312.72,1216096388.55,1210304385.11,1193948325.12
Total Expenses,12265368036.74,11667759655.99,10928630093.03,10125084925.38
Rent Expense Supplemental,,,9547604.61,7651517.46
Total Operating Income As Reported,1250199807.38,1639334135.73,1631994099.82,1596516261.55
Diluted Average Shares,991789584.0,996800318.0,1008586988.0,962861553.0
Basic Average Shares,981238631.0,980722894.0,968243508.0,962861553.0
Diluted EPS,0.93,1.22,1.2,1.24
Basic EPS,0.94,1.24,1.25,1.24
Net Income Common Stockholders,922364312.72,1216096388.55,1210304385.11,1193948325.12
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,922364312.72,1216096388.55,1210304385.11,1193948325.12
Minority Interests,-69106141.08,-58921265.94,-73243277.15,-80489857.18
Net Income Including Noncontrolling Interests,991470453.8,1275017654.49,1283547662.26,1274438182.3
Net Income Continuous Operations,991470453.8,1275017654.49,1283547662.26,1274438182.3
Tax Provision,263172951.76,368657109.58,366480374.06,318286702.07
Pretax Income,1254643405.56,1643674764.07,1650028036.32,1592724884.37
Other Non Operating Income Expenses,1689989.03,2135199.77,15543113.17,-5254842.74
Special Income Charges,-116274728.23,69613541.99,-190686290.7,-82669451.76
Other Special Charges,-4728503.14,-37629988.81,-4988900.5,4749128.57
Write Off,22863454.34,-62026825.64,153347387.7,25095333.23
Impairment Of Capital Assets,98139777.03,30043272.46,42327803.5,52824989.96
Net Non Operating Interest Income Expense,-108906528.92,-111869474.56,-99567451.67,-76468142.45
Total Other Finance Cost,5991381.75,5560927.23,3542601.46,4573238.98
Interest Expense Non Operating,147822156.98,160056032.0,123529805.05,92421587.72
Interest Income Non Operating,44907009.81,53747484.67,27504954.84,20526684.25
Operating Income,1451117379.93,1641240098.9,1874580682.55,1752759723.61
Operating Expense,1409186008.58,1399983761.96,1388575804.52,1173974213.28
Other Operating Expenses,120901932.94,91373780.76,119419483.55,107110340.6
Depreciation And Amortization In Income Statement,101311026.46,92872603.23,75565069.68,71717832.57
Depreciation Income Statement,101311026.46,92872603.23,75565069.68,71717832.57
Research And Development,449214231.23,452738943.25,462736004.84,351741676.76
Selling General And Administration,195431078.01,310377460.59,236780799.28,168096029.02
Selling And Marketing Expense,43531153.26,44762590.94,24733969.35,29316000.23
General And Administrative Expense,151899924.75,265614869.65,212046829.93,138780028.79
Rent And Landing Fees,,,9547604.61,7651517.46
Gross Profit,2860303388.51,3041223860.86,3263156487.07,2926733936.89
Cost Of Revenue,10856182028.16,10267775894.03,9540054288.51,8951110712.1
Total Revenue,13716485416.67,13308999754.89,12803210775.58,11877844648.99
Operating Revenue,13716485416.67,13308999754.89,12803210775.58,11877844648.99
