,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,401000000.0,340000000.0,340000000.0,340000000.0
Share Issued,401000000.0,340000000.0,340000000.0,340000000.0
Total Debt,568305588.06,477785064.21,273762608.14,270983325.37
Tangible Book Value,4536782872.97,2598774274.5,1790240182.04,1341386781.61
Invested Capital,5099939043.97,3282472281.66,2255314809.83,1661239679.91
Working Capital,2602151869.84,1417790653.27,1229529985.06,970784342.87
Net Tangible Assets,4536782872.97,2598774274.5,1790240182.04,1341386781.61
Capital Lease Obligations,79075914.5,51609151.46,54297133.97,29914460.7
Common Stock Equity,4838768259.13,2863140977.21,2040288307.31,1422158092.67
Total Capitalization,4838768259.13,3027680644.87,2176075012.31,1453896250.67
Total Equity Gross Minority Interest,4883759252.25,2889222893.55,2053089428.66,1425446457.18
Minority Interest,44990993.12,26081916.34,12801121.35,3288364.51
Stockholders Equity,4838768259.13,2863140977.21,2040288307.31,1422158092.67
Retained Earnings,2623811880.44,1809994034.26,1064317232.82,524572683.89
Additional Paid In Capital,1551154218.41,485334691.09,485334691.09,485334691.09
Capital Stock,401000000.0,340000000.0,340000000.0,340000000.0
Common Stock,401000000.0,340000000.0,340000000.0,340000000.0
Total Liabilities Net Minority Interest,2886357689.05,2736910310.29,1931987188.09,1897587724.85
Total Non Current Liabilities Net Minority Interest,161511889.73,293419257.82,323317062.12,97414427.57
Other Non Current Liabilities,,41121393.23,34614380.55,29137728.87
Non Current Deferred Revenue,81950871.63,76132396.57,84317650.0,6624080.0
Non Current Deferred Taxes Liabilities,485103.6,1138042.13,14301192.6,
Long Term Debt And Capital Lease Obligation,79075914.5,216148819.12,190083838.97,61652618.7
Long Term Capital Lease Obligation,79075914.5,51609151.46,54297133.97,29914460.7
Long Term Debt,,164539667.66,135786705.0,31738158.0
Current Liabilities,2724845799.32,2443491052.47,1608670125.97,1800173297.28
Other Current Liabilities,273897476.11,231683780.73,136450906.26,142779759.66
Current Debt And Capital Lease Obligation,489229673.56,261636245.09,83678769.17,209330706.67
Current Debt,261170784.84,254791636.79,79239797.52,207343429.24
Payables,1906126102.43,1874013658.44,1315584201.16,1388578708.66
Other Payable,155610419.03,155376511.24,135093816.2,99832196.84
Total Tax Payable,70031413.77,55496764.57,73535322.28,94715712.38
Accounts Payable,1680484269.63,1663140382.63,1106955062.68,1194030799.44
Total Assets,7770116941.3,5626133203.84,3985146340.67,3323034182.03
Total Non Current Assets,2443119272.14,1764851498.1,1146946229.64,552076541.88
Other Non Current Assets,235133759.68,32487689.27,30867729.57,9242822.43
Non Current Deferred Assets,18718882.63,12853110.92,5160724.42,3902496.11
Non Current Deferred Taxes Assets,116532878.75,86386601.24,70314602.19,48215169.57
Long Term Equity Investment,87783261.77,87561350.92,43095747.07,29817907.04
Goodwill And Other Intangible Assets,301985386.16,264366702.71,250048125.27,80771311.06
Other Intangible Assets,284467133.16,255234609.3,241068304.33,72550789.51
Goodwill,17518253.0,9132093.41,8979820.94,8220521.55
Net PPE,1682965103.15,1281196043.04,695937683.98,353045779.53
Accumulated Depreciation,-460809084.8,-316806697.58,-210830413.92,-144828234.22
Gross PPE,2143774187.95,1598002740.62,906768097.9,497874013.75
Construction In Progress,114388566.11,161298414.6,173191160.71,14119679.02
Other Properties,559666152.71,377310311.43,187410306.7,120749925.91
Machinery Furniture Equipment,879983156.21,560228380.44,323224796.87,178467236.62
Properties,589736312.92,499165634.15,222941833.62,184537172.2
Current Assets,5326997669.16,3861281705.74,2838200111.03,2770957640.15
Other Current Assets,219175348.11,122818701.13,58555633.44,19463194.29
Prepaid Assets,40803893.92,29410279.54,32751412.66,21654675.65
Inventory,1145105867.48,955953774.63,941543045.45,974360999.74
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,667364626.05,525748908.59,475224300.38,429537677.74
Work In Process,40920950.65,47051971.93,65129634.93,83136364.39
Raw Materials,436820290.78,383152894.11,401189110.14,461686957.61
Other Receivables,393608352.91,295492994.3,158497741.58,195215928.19
Accounts Receivable,1629291816.9,1102406617.34,766623752.81,803800880.86
Allowance For Doubtful Accounts Receivable,-93241505.82,-62019915.12,-44104655.1,-43861173.18
Gross Accounts Receivable,1722533322.72,1164426532.46,810728407.91,847662054.04
Cash Cash Equivalents And Short Term Investments,1899012389.84,1355199338.8,880228525.09,756461961.42
Other Short Term Investments,,,,1892440.54
Cash And Cash Equivalents,1899012389.84,1355199338.8,880228525.09,754569520.88
Cash Equivalents,201472581.55,258969345.2,141806515.88,135803763.49
Cash Financial,1697539808.29,1096229993.6,738422009.21,618765757.39
