,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-259497647.56,200915434.65,208530130.55,19764952.68
Repayment Of Debt,-637878737.83,-339418212.52,-324117876.72,-304585979.9
Issuance Of Debt,663620739.39,543723014.45,299967948.3,432582064.63
Capital Expenditure,-706387234.74,-455376887.74,-423628519.25,-106103730.61
End Cash Position,1698300519.83,1099643984.3,744459647.67,623031207.37
Other Cash Adjustment Outside Changein Cash,,,,-0.01
Beginning Cash Position,1099643984.3,744459647.67,623031207.37,149172670.25
Effect Of Exchange Rate Changes,8974230.3,36406761.95,37746001.08,-18494709.44
Changes In Cash,589682305.23,318777574.68,83682439.22,492353246.57
Financing Cash Flow,1132788287.36,166296428.75,-97607922.57,396157153.49
Net Other Financing Charges,1120556909.51,-22780913.21,-22664022.54,308809948.13
Cash Dividends Paid,-13510623.71,-15227459.97,-48993971.61,-40648879.37
Net Issuance Payments Of Debt,25742001.56,204304801.93,-24149928.42,127996084.73
Net Long Term Debt Issuance,25742001.56,204304801.93,-24149928.42,127996084.73
Long Term Debt Payments,-637878737.83,-339418212.52,-324117876.72,-304585979.9
Long Term Debt Issuance,663620739.39,543723014.45,299967948.3,432582064.63
Investing Cash Flow,-989995569.31,-503811176.46,-450868288.01,-29672590.21
Net Other Investing Changes,93247.01,-8791100.0,-27681800.0,11463.89
Net Investment Purchase And Sale,-282105875.68,-47804783.46,-17382739.62,56619723.15
Sale Of Investment,36426288.32,84774116.54,127736067.36,242599723.15
Purchase Of Investment,-318532164.0,-132578900.0,-145118806.98,-185980000.0
Net Business Purchase And Sale,-20047541.6,,,9036853.75
Sale Of Business,,,,9036853.75
Purchase Of Business,-20047541.6,,,
Net PPE Purchase And Sale,-687935399.04,-447215293.0,-405803748.39,-95340631.0
Sale Of PPE,18451835.7,8161594.74,17824770.86,10763099.61
Purchase Of PPE,-706387234.74,-455376887.74,-423628519.25,-106103730.61
Operating Cash Flow,446889587.18,656292322.39,632158649.8,125868683.29
Change In Working Capital,-727643003.2,-331399532.81,-127009652.48,-378471842.97
Change In Other Current Assets,-30799216.04,-27539392.37,-9493997.17,-19449679.92
Change In Payable,563699798.46,210171622.51,-87822870.51,663089551.3
Change In Inventory,-632419715.61,-55810411.71,20114438.53,-457700937.85
Change In Receivables,-628123870.01,-458221351.24,-49807223.33,-564410776.5
Other Non Cash Items,19367111.66,-15034924.07,-18282983.88,23405662.84
Depreciation And Amortization,250951183.96,142618717.02,86714353.58,62281563.16
Amortization Cash Flow,7910923.89,6430045.44,4512565.15,2390317.98
Depreciation,243040260.07,136188671.58,82201788.43,59891245.18
Gain Loss On Investment Securities,-7574509.58,3108541.92,33635388.44,-5352149.3
Gain Loss On Sale Of PPE,-2319168.56,5645060.4,-1572333.83,3914306.14
Net Income From Continuing Operations,856618836.64,816927332.27,632796012.24,354205438.11
Cash Flowsfromusedin Operating Activities Direct,446889587.18,656292322.39,632158649.8,125868683.29
Taxes Refund Paid Direct,-101631030.39,-146270145.71,-30573766.75,94002686.07
Classesof Cash Payments,-6005525198.65,-4933069011.82,-4686591024.89,-3520979518.5
Other Cash Paymentsfrom Operating Activities,-356339653.89,-327686285.4,-248192390.14,-216287601.65
Paymentson Behalfof Employees,-772075089.77,-602833003.49,-474569098.06,-376636945.18
Paymentsto Suppliersfor Goodsand Services,-4877110454.99,-4002549722.93,-3963829536.69,-2928054971.67
Classesof Cash Receiptsfrom Operating Activities,6554045816.22,5735631479.92,5349323441.44,3552845515.72
Other Cash Receiptsfrom Operating Activities,95749973.5,54444931.67,141882354.88,24005677.49
Receiptsfrom Customers,6458295842.72,5681186548.25,5207441086.56,3528839838.23
