,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,21517317437.0,21390880312.0,21362826764.0,21321182897.0
Share Issued,21517317437.0,21390880312.0,21362826764.0,21321182897.0
Total Debt,88442000000.0,102934000000.0,112660000000.0,56981000000.0
Tangible Book Value,1303770000000.0,1256555000000.0,1214204000000.0,1147096000000.0
Invested Capital,1392032000000.0,1341732000000.0,1297348000000.0,1206350000000.0
Working Capital,-64459000000.0,-60461000000.0,-76966000000.0,13223000000.0
Net Tangible Assets,1303770000000.0,1256555000000.0,1214204000000.0,1147096000000.0
Capital Lease Obligations,88442000000.0,102934000000.0,112660000000.0,56981000000.0
Common Stock Equity,1392032000000.0,1341732000000.0,1297348000000.0,1206350000000.0
Total Capitalization,1392032000000.0,1341732000000.0,1297348000000.0,1206350000000.0
Total Equity Gross Minority Interest,1396539000000.0,1345985000000.0,1301423000000.0,1210292000000.0
Minority Interest,4507000000.0,4253000000.0,4075000000.0,3942000000.0
Stockholders Equity,1392032000000.0,1341732000000.0,1297348000000.0,1206350000000.0
Gains Losses Not Affecting Retained Earnings,,,,804220000000.0
Retained Earnings,804674000000.0,777161000000.0,748555000000.0,1069187000000.0
Additional Paid In Capital,,,860000000.0,753000000.0
Capital Stock,461838000000.0,455001000000.0,453504000000.0,402130000000.0
Common Stock,461838000000.0,455001000000.0,453504000000.0,402130000000.0
Total Liabilities Net Minority Interest,711588000000.0,646672000000.0,634115000000.0,631035000000.0
Total Non Current Liabilities Net Minority Interest,78570000000.0,88107000000.0,100778000000.0,48887000000.0
Other Non Current Liabilities,2483000000.0,1582000000.0,1705000000.0,7109000000.0
Non Current Pension And Other Postretirement Benefit Plans,7006000000.0,6408000000.0,5951000000.0,
Tradeand Other Payables Non Current,,,5951000000.0,5522000000.0
Non Current Deferred Liabilities,,,,10856000000.0
Non Current Deferred Revenue,9274000000.0,9281000000.0,8810000000.0,8487000000.0
Non Current Deferred Taxes Liabilities,3877000000.0,3077000000.0,2571000000.0,2369000000.0
Long Term Debt And Capital Lease Obligation,55930000000.0,67759000000.0,81741000000.0,30922000000.0
Long Term Capital Lease Obligation,55930000000.0,67759000000.0,81741000000.0,30922000000.0
Current Liabilities,633018000000.0,558565000000.0,533337000000.0,582148000000.0
Other Current Liabilities,79920000000.0,79035000000.0,84446000000.0,86392000000.0
Current Deferred Liabilities,,,,164360000000.0
Current Deferred Revenue,,,,164360000000.0
Current Debt And Capital Lease Obligation,32512000000.0,35175000000.0,30919000000.0,26059000000.0
Current Capital Lease Obligation,32512000000.0,35175000000.0,30919000000.0,26059000000.0
Payables And Accrued Expenses,,,,391729000000.0
Current Accrued Expenses,,,,111679000000.0
Payables,311357000000.0,248093000000.0,336824000000.0,231355000000.0
Other Payable,47618000000.0,32279000000.0,40603000000.0,52321000000.0
Dueto Related Parties Current,,,,23478000000.0
Total Tax Payable,17041000000.0,15985000000.0,10156000000.0,13575000000.0
Income Tax Payable,,,,13575000000.0
Accounts Payable,246698000000.0,199829000000.0,286065000000.0,165459000000.0
Total Assets,2108127000000.0,1992657000000.0,1935538000000.0,1841327000000.0
Total Non Current Assets,1539568000000.0,1494553000000.0,1479167000000.0,1245956000000.0
Other Non Current Assets,13087000000.0,11877000000.0,4883000000.0,2500000000.0
Non Current Prepaid Assets,5435000000.0,5107000000.0,4667000000.0,4466000000.0
Non Current Deferred Assets,24522000000.0,25047000000.0,21250000000.0,17840000000.0
Non Current Deferred Taxes Assets,50755000000.0,47337000000.0,43638000000.0,43216000000.0
Non Current Accounts Receivable,,,,2099000000.0
Investments And Advances,,,,258855000000.0
Other Investments,,,,10010000000.0
Investmentin Financial Assets,276445000000.0,242447000000.0,236667000000.0,89582000000.0
Held To Maturity Securities,,,9716000000.0,283000000.0
Available For Sale Securities,67023000000.0,56826000000.0,49537000000.0,10982000000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,209422000000.0,185621000000.0,187130000000.0,78600000000.0
Long Term Equity Investment,198563000000.0,181715000000.0,175649000000.0,169556000000.0
Investmentsin Joint Venturesat Cost,609000000.0,635000000.0,694000000.0,1004000000.0
Investmentsin Associatesat Cost,197954000000.0,181080000000.0,174955000000.0,168552000000.0
Goodwill And Other Intangible Assets,88262000000.0,85177000000.0,83144000000.0,59254000000.0
Other Intangible Assets,52961000000.0,49876000000.0,47843000000.0,23910000000.0
Goodwill,35301000000.0,35301000000.0,35301000000.0,35344000000.0
Net PPE,869390000000.0,883912000000.0,898957000000.0,850397000000.0
Accumulated Depreciation,-1719803000000.0,-1613378000000.0,-1485296000000.0,-1419110000000.0
Gross PPE,2589193000000.0,2497290000000.0,2384253000000.0,2269507000000.0
Leases,,,,49242000000.0
Construction In Progress,74271000000.0,74496000000.0,73087000000.0,71742000000.0
Other Properties,2261988000000.0,2178259000000.0,2072482000000.0,1960542000000.0
Machinery Furniture Equipment,18682000000.0,17287000000.0,16964000000.0,17148000000.0
Buildings And Improvements,234252000000.0,227248000000.0,221720000000.0,220075000000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,568559000000.0,498104000000.0,456371000000.0,595371000000.0
Other Current Assets,9117000000.0,6096000000.0,1623000000.0,442000000.0
Restricted Cash,2701000000.0,2887000000.0,2475000000.0,2163000000.0
Prepaid Assets,8574000000.0,8325000000.0,8095000000.0,10201000000.0
Inventory,11229000000.0,12026000000.0,11696000000.0,10203000000.0
Other Inventories,2505000000.0,3181000000.0,3351000000.0,2887000000.0
Finished Goods,8724000000.0,8845000000.0,8345000000.0,7316000000.0
Raw Materials,,,729000000.0,760000000.0
Receivables,,,,53968000000.0
Other Receivables,38279000000.0,32954000000.0,27297000000.0,19300000000.0
Duefrom Related Parties Current,,,,2612000000.0
Taxes Receivable,18844000000.0,17012000000.0,16817000000.0,18523000000.0
Accounts Receivable,75741000000.0,54881000000.0,42757000000.0,34668000000.0
Allowance For Doubtful Accounts Receivable,-35463000000.0,-23639000000.0,-15587000000.0,-13117000000.0
Gross Accounts Receivable,111204000000.0,78520000000.0,58344000000.0,47785000000.0
Cash Cash Equivalents And Short Term Investments,404074000000.0,363923000000.0,345611000000.0,499871000000.0
Other Short Term Investments,236765000000.0,222364000000.0,178505000000.0,255928000000.0
Cash And Cash Equivalents,167309000000.0,141559000000.0,167106000000.0,243943000000.0
Cash Equivalents,78896000000.0,2908000000.0,11954000000.0,5268000000.0
Cash Financial,88413000000.0,138651000000.0,155152000000.0,238675000000.0
