,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,991791553.0,991791553.0,904991553.0,904991553.0
Share Issued,991791553.0,991791553.0,904991553.0,904991553.0
Net Debt,4705633532.03,3046859395.47,2322039487.4,1847408478.48
Total Debt,5947593251.26,4155897681.85,2929034351.89,2096028214.16
Tangible Book Value,4874280996.12,4883332871.69,3569217838.71,3105354869.15
Invested Capital,10288928868.73,8690059956.67,6528279293.45,5479659593.84
Working Capital,-175907580.09,20891621.42,-328404239.4,1119515574.5
Net Tangible Assets,4874280996.12,4883332871.69,3569217838.71,3105354869.15
Capital Lease Obligations,3635151.95,6368116.34,4835555.52,4561293.68
Common Stock Equity,5338076169.77,5270661333.24,3933892032.01,3388192673.36
Total Capitalization,7581493954.26,6399291111.02,4043892032.01,3628484131.71
Total Equity Gross Minority Interest,6166851490.96,6058621093.19,4616869386.86,3985449622.35
Minority Interest,828775321.19,787959759.95,682977354.85,597256948.99
Stockholders Equity,5338076169.77,5270661333.24,3933892032.01,3388192673.36
Retained Earnings,2489550058.39,2740385639.38,2498782168.46,1978604554.53
Additional Paid In Capital,1639559058.21,1639559058.21,605317829.83,605317829.83
Capital Stock,991791553.0,708422538.0,646422538.0,646422538.0
Common Stock,991791553.0,708422538.0,646422538.0,646422538.0
Total Liabilities Net Minority Interest,7385321877.63,5459092377.81,4447334891.39,3424749936.94
Total Non Current Liabilities Net Minority Interest,2490044264.78,1367232921.08,280535557.94,414002650.17
Other Non Current Liabilities,25280423.18,25361084.25,24543828.68,34571372.75
Tradeand Other Payables Non Current,55370000.0,55370000.0,55934642.05,55370000.0
Non Current Deferred Revenue,136814290.43,134559196.79,72674648.84,76172619.3
Non Current Deferred Taxes Liabilities,25526614.73,16944745.92,12546882.85,3035906.09
Long Term Debt And Capital Lease Obligation,2247052936.44,1134997894.12,114835555.52,244852752.03
Long Term Capital Lease Obligation,3635151.95,6368116.34,4835555.52,4561293.68
Long Term Debt,2243417784.49,1128629777.78,110000000.0,240291458.35
Current Liabilities,4895277612.85,4091859456.73,4166799333.45,3010747286.77
Other Current Liabilities,6836659.23,8339811.03,16696898.45,22107549.55
Current Debt And Capital Lease Obligation,3700540314.82,3020899787.73,2814198796.37,1851175462.13
Current Debt,2707434914.47,2290768845.65,2484387261.44,1851175462.13
Payables,1159577126.69,1024044010.63,1312340626.56,1115277187.4
Other Payable,137448904.93,85981436.03,144109586.37,110496256.33
Dividends Payable,,,,0.0
Total Tax Payable,26098707.74,37526149.68,39749779.95,62427191.78
Accounts Payable,996029514.02,900536424.92,1128481260.24,942353739.29
Total Assets,13552173368.59,11517713471.0,9064204278.25,7410199559.29
Total Non Current Assets,8832803335.83,7404962392.85,5225809184.2,3279936698.02
Other Non Current Assets,85301050.74,565662706.59,593870876.03,265598235.53
Non Current Deferred Assets,19311754.49,25341458.01,16138518.79,17962758.04
Non Current Deferred Taxes Assets,101793261.64,83794495.72,44406931.47,16799405.97
Long Term Equity Investment,1245212539.51,1256975222.02,778080682.95,302911068.4
Investment Properties,56617779.64,40274798.7,41111847.98,43312078.84
Goodwill And Other Intangible Assets,463795173.65,387328461.55,364674193.3,282837804.21
Other Intangible Assets,369447001.73,292980289.63,270326021.38,188489632.29
Goodwill,94348171.92,94348171.92,94348171.92,94348171.92
Net PPE,6860771776.16,5045585250.26,3387526133.68,2350515347.03
Accumulated Depreciation,-2190384701.24,-1863768038.06,-1627508450.86,-1389044373.28
Gross PPE,9051156477.4,6909353288.32,5015034584.54,3739559720.31
Construction In Progress,2582421537.15,1599781321.15,586394645.03,694435056.29
Other Properties,430832698.96,359513798.03,149236814.13,72327627.14
Machinery Furniture Equipment,3817760662.59,3284910711.25,2919415894.54,2154001344.71
Buildings And Improvements,,,,764091924.17
Properties,2220141578.7,1665147457.89,1359987230.84,818795692.17
Current Assets,4719370032.76,4112751078.15,3838395094.05,4130262861.27
Other Current Assets,225147105.69,168428343.58,77493909.75,257142605.87
Prepaid Assets,115958561.89,138169664.14,174586011.11,285729290.85
Inventory,1488044642.0,1258205459.4,1348582848.13,1103493740.13
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,793612772.56,699184042.76,777349502.64,678059036.91
Work In Process,151911888.61,30180324.31,,
Raw Materials,542519980.83,528841092.33,571233345.49,425434703.22
Other Receivables,492685672.29,481638851.66,454688255.86,495721159.74
Accounts Receivable,2152314883.96,1693629836.23,1508554614.1,1743871009.96
Allowance For Doubtful Accounts Receivable,-120696540.15,-94208697.05,-91067041.79,-106657567.43
Gross Accounts Receivable,2273011424.11,1787838533.28,1599621655.89,1850528577.39
Cash Cash Equivalents And Short Term Investments,245219166.93,372678923.14,274489455.1,244305054.72
Other Short Term Investments,,139695.18,2141681.06,246612.72
Cash And Cash Equivalents,245219166.93,372539227.96,272347774.04,244058442.0
Cash Equivalents,8343368.09,13134822.39,26123929.2,32332192.03
Cash Financial,236875798.84,359404405.57,246223844.84,211726249.97
