,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-14311071.213597,-628304.457276,-1795093.871117,-4084836.507188
Tax Rate For Calcs,0.156324,0.051398,0.126238,0.109787
Normalized EBITDA,810626372.03,794876565.57,1154433403.12,886623519.24
Total Unusual Items,-91547406.05,-12224409.2,-14219892.1,-37206777.44
Total Unusual Items Excluding Goodwill,-91547406.05,-12224409.2,-14219892.1,-37206777.44
Net Income From Continuing Operation Net Minority Interest,159628962.0,306446995.41,610736633.2,492872519.58
Reconciled Depreciation,415964786.54,297921551.2,253843217.53,194688236.5
Reconciled Cost Of Revenue,7931609279.44,6625667740.71,7640017978.68,6977717581.98
EBITDA,719078965.98,782652156.37,1140213511.02,849416741.8
EBIT,303114179.44,484730605.17,886370293.49,654728505.3
Net Interest Income,-116095992.18,-107931152.23,-105311483.14,-84207433.95
Interest Expense,115904216.24,108675116.8,104547312.78,73510505.05
Interest Income,1530560.04,3106005.51,1316738.8,1228195.06
Normalized Income,236865296.836403,318043100.152724,623161431.428883,525994460.512812
Net Income From Continuing And Discontinued Operation,159628962.0,306446995.41,610736633.2,492872519.58
Total Expenses,8584650734.21,7153032157.41,8210439715.44,7376488534.59
Total Operating Income As Reported,179699196.38,367751949.9,784953316.06,587046034.39
Diluted Average Shares,991484236.0,934004863.0,904986544.0,904946265.0
Basic Average Shares,991484236.0,934004863.0,904986544.0,904946265.0
Diluted EPS,0.161,0.3281,0.674857,0.544643
Basic EPS,0.161,0.3281,0.674857,0.544643
Net Income Common Stockholders,159628962.0,306446995.41,610736633.2,492872519.58
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,159628962.0,306446995.41,610736633.2,492872519.58
Minority Interests,1684438.76,-50280169.14,-72390405.86,-24535049.63
Net Income Including Noncontrolling Interests,157944523.24,356727164.55,683127039.06,517407569.21
Net Income Extraordinary,,,,0.0
Net Income Continuous Operations,157944523.24,356727164.55,683127039.06,517407569.21
Tax Provision,29265439.96,19328323.82,98695941.65,63810431.04
Pretax Income,187209963.2,376055488.37,781822980.71,581218000.25
Other Non Operating Income Expenses,7510766.82,5638560.37,-3130335.35,-5828034.14
Special Income Charges,-91590329.15,-12213483.32,-16114960.44,-37258285.16
Other Special Charges,-45204.94,3496991.41,-13954800.05,-124482.07
Write Off,31209454.45,5415438.22,9972531.16,35650959.67
Impairment Of Capital Assets,60426079.64,3301053.69,20097229.33,1731807.56
Net Non Operating Interest Income Expense,-116095992.18,-107931152.23,-105311483.14,-84207433.95
Total Other Finance Cost,1722335.98,2362040.94,2080909.16,11925123.96
Interest Expense Non Operating,115904216.24,108675116.8,104547312.78,73510505.05
Interest Income Non Operating,1530560.04,3106005.51,1316738.8,1228195.06
Operating Income,397912293.91,498776765.02,894170122.47,740074999.86
Operating Expense,653041454.77,527364416.7,570421736.76,398770952.61
Other Operating Expenses,44246210.91,43236532.83,48232727.49,39775106.45
Depreciation And Amortization In Income Statement,39974786.42,34597075.54,20704690.95,17753205.38
Depreciation Income Statement,39974786.42,34597075.54,20704690.95,17753205.38
Research And Development,455234694.12,352378520.93,396576883.38,309186447.09
Selling General And Administration,85305375.06,75925922.43,64806021.73,50945859.76
Selling And Marketing Expense,10990787.08,9098422.95,9901760.88,18976504.19
General And Administrative Expense,74314587.98,66827499.48,54904260.85,31969355.57
Gross Profit,1050953748.68,1026141181.72,1464591859.23,1138845952.47
Cost Of Revenue,7931609279.44,6625667740.71,7640017978.68,6977717581.98
Total Revenue,8982563028.12,7651808922.43,9104609837.91,8116563534.45
Operating Revenue,8982563028.12,7651808922.43,9104609837.91,8116563534.45
