,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-1355079931.508932,-778691784.808809,-225944910.543675,-119381357.846895
Tax Rate For Calcs,0.149761,0.108641,0.100079,0.113224
Normalized EBITDA,6331107112.2,24397812653.14,22633572196.11,14781061820.89
Total Unusual Items,-9048278319.32,-7167594803.37,-2257660096.18,-1054381040.43
Total Unusual Items Excluding Goodwill,-9048278319.32,-7167594803.37,-2257660096.18,-1054381040.43
Net Income From Continuing Operation Net Minority Interest,-8617528506.44,10751425556.38,14811576797.86,9085880513.3
Reconciled Depreciation,6643027511.65,4725180087.84,3496664421.96,3138935519.85
Reconciled Cost Of Revenue,76439845701.51,105492339657.11,109164093984.54,64311584987.93
EBITDA,-2717171207.12,17230217849.77,20375912099.93,13726680780.46
EBIT,-9360198718.77,12505037761.93,16879247677.97,10587745260.61
Net Interest Income,13661315.81,958849957.03,278802970.41,-74124956.16
Interest Expense,845699084.95,515869768.18,474656553.24,355384356.77
Interest Income,950045457.25,1520703943.56,715191632.17,263039343.73
Normalized Income,-924330118.628932,17140328574.94119,16843291983.496325,10020880195.883104
Net Income From Continuing And Discontinued Operation,-8617528506.44,10751425556.38,14811576797.86,9085880513.3
Total Expenses,83667829169.48,115524678027.03,116854939234.06,68837549064.47
Rent Expense Supplemental,,,1208576380.19,333464496.98
Total Operating Income As Reported,-9754955069.01,12113170090.09,16657650678.9,10655971845.32
Diluted Average Shares,7559235532.0,7571426448.0,7595680409.0,7508992160.0
Basic Average Shares,7559235532.0,7571426448.0,7595680409.0,7508992160.0
Diluted EPS,-1.14,1.42,1.95,1.21
Basic EPS,-1.14,1.42,1.95,1.21
Net Income Common Stockholders,-8617528506.44,10751425556.38,14811576797.86,9085880513.3
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-8617528506.44,10751425556.38,14811576797.86,9085880513.3
Minority Interests,59923021.78,64767941.57,48744714.03,12069594.56
Net Income Including Noncontrolling Interests,-8677451528.22,10686657614.81,14762832083.83,9073810918.74
Net Income Continuous Operations,-8677451528.22,10686657614.81,14762832083.83,9073810918.74
Tax Provision,-1528446275.5,1302510378.94,1641759040.9,1158549985.1
Pretax Income,-10205897803.72,11989167993.75,16404591124.73,10232360903.84
Other Non Operating Income Expenses,-450942734.71,-124002096.34,-253059554.17,-423610941.48
Special Income Charges,-9024658971.49,-7154506486.93,-2373255770.5,-1316157922.96
Other Special Charges,146780919.05,71331840.57,17527836.72,27238886.65
Write Off,177134549.81,58410225.97,280008026.74,48093636.85
Impairment Of Capital Assets,8700743502.63,7024764420.39,2075719907.04,1240825399.46
Net Non Operating Interest Income Expense,13661315.81,958849957.03,278802970.41,-74124956.16
Total Other Finance Cost,90685056.49,45984218.35,-38267891.48,-18220056.88
Interest Expense Non Operating,845699084.95,515869768.18,474656553.24,355384356.77
Interest Income Non Operating,950045457.25,1520703943.56,715191632.17,263039343.73
Operating Income,-1085556050.76,13972996165.17,12143172317.12,11770317809.72
Operating Expense,7227983467.97,10032338369.92,7690845249.52,4525964076.54
Other Operating Expenses,335387946.13,1100968984.44,684355140.96,437275382.38
Depreciation And Amortization In Income Statement,342627080.25,269548321.21,351295525.81,397248230.27
Depreciation Income Statement,342627080.25,269548321.21,351295525.81,397248230.27
Research And Development,1815350633.16,2282936122.29,1281985911.16,854376146.6
Selling General And Administration,2423785286.81,2704651760.91,1894523871.24,1385232295.04
Selling And Marketing Expense,1901391083.95,1677888420.76,1300216687.25,929931902.6
General And Administrative Expense,522394202.86,1026763340.15,594307183.99,455300392.44
Rent And Landing Fees,,,1208576380.19,333464496.98
Gross Profit,6142427417.21,24005334535.09,19834017566.64,16296281886.26
Cost Of Revenue,76439845701.51,105492339657.11,109164093984.54,64311584987.93
Total Revenue,82582273118.72,129497674192.2,128998111551.18,80607866874.19
Operating Revenue,82582273118.72,129497674192.2,128998111551.18,80607866874.19
