,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,1687929683.17,1890390032.87,1038251440.96,919748810.41
Repayment Of Debt,0.0,0.0,0.0,0.0
Issuance Of Debt,0.0,0.0,0.0,0.0
Capital Expenditure,-239244840.24,-63680610.26,-155683762.65,-23030697.59
End Cash Position,1513966086.22,2433849444.16,3139586447.39,3263543715.87
Beginning Cash Position,2433849444.16,3139586447.39,3263543715.87,3455840597.3
Effect Of Exchange Rate Changes,453832.44,-833048.27,,
Changes In Cash,-920337190.38,-704903954.96,-123957268.48,-192296881.43
Financing Cash Flow,-490126335.8,-1379846739.37,-374178634.0,-487297409.34
Net Other Financing Charges,9769616.49,-375092257.85,80177366.0,-66597409.34
Cash Dividends Paid,-499895952.29,-1004754481.52,-454356000.0,-420700000.0
Net Issuance Payments Of Debt,0.0,0.0,0.0,0.0
Net Long Term Debt Issuance,0.0,0.0,0.0,0.0
Long Term Debt Payments,0.0,0.0,0.0,0.0
Long Term Debt Issuance,0.0,0.0,0.0,0.0
Investing Cash Flow,-2357385377.99,-1279127858.72,-943713838.09,-647778980.09
Net Other Investing Changes,-17288514.0,-372209.96,,-23030697.59
Net Investment Purchase And Sale,-2095702901.54,-1145096918.5,-549109872.67,-624755118.81
Sale Of Investment,10770855710.97,4312181823.05,3606650127.33,1926774453.14
Purchase Of Investment,-12866558612.51,-5457278741.55,-4155760000.0,-2551529571.95
Net Business Purchase And Sale,-5168332.21,-70000000.0,-238922792.61,0.0
Sale Of Business,0.0,0.0,0.0,0.0
Purchase Of Business,-5168332.21,-70000000.0,-238922792.61,0.0
Net PPE Purchase And Sale,-239225630.24,-63658730.26,-155681172.81,-23023861.28
Sale Of PPE,19210.0,21880.0,2589.84,6836.31
Purchase Of PPE,-239244840.24,-63680610.26,-155683762.65,-23030697.59
Operating Cash Flow,1927174523.41,1954070643.13,1193935203.61,942779508.0
Change In Working Capital,29726122.93,16172433.37,-45672009.17,6641137.92
Change In Other Current Assets,4134883.8,-16474896.12,14451433.56,5081906.06
Change In Payable,-8907203.93,138311518.19,-29312749.45,70201366.39
Change In Inventory,-16452776.36,-3055800.42,-5612588.47,-8143814.62
Change In Receivables,50951219.42,-102608388.28,-25198104.81,-60498319.91
Other Non Cash Items,12448758.2,10458651.83,5343658.61,3175002.48
Depreciation And Amortization,45163341.24,44489202.07,26427840.87,18668579.58
Amortization Cash Flow,4389739.13,7933929.0,861314.68,520331.39
Depreciation,40773602.11,36555273.07,25566526.19,18148248.19
Gain Loss On Investment Securities,-99013033.69,-23587759.15,-62539525.57,-45851926.72
Gain Loss On Sale Of PPE,-67341.57,106877.99,142834.06,46632.17
Net Income From Continuing Operations,1956336914.25,1854917409.94,1267584834.28,957514372.99
Cash Flowsfromusedin Operating Activities Direct,1927174523.41,1954070643.13,1193935203.61,942779508.0
Taxes Refund Paid Direct,-557639436.49,-416650761.59,-294754192.24,-195606260.93
Classesof Cash Payments,-850953118.75,-676429816.73,-522089668.33,-366744395.41
Other Cash Paymentsfrom Operating Activities,-261414438.09,-236385563.96,-179201180.59,-127437247.33
Paymentson Behalfof Employees,-448120211.61,-353942249.66,-270211925.14,-176897932.23
Paymentsto Suppliersfor Goodsand Services,-141418469.05,-86102003.11,-72676562.6,-62409215.85
Classesof Cash Receiptsfrom Operating Activities,3335767078.65,3047151221.45,2010779064.18,1505130164.34
Other Cash Receiptsfrom Operating Activities,66564608.18,93899047.53,69097678.66,59663985.21
Receiptsfrom Customers,3269202470.47,2953252173.92,1941681385.52,1445466179.13
