,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-1831890.376523,-549580.069376,-602797.769017,-577042.096599
Tax Rate For Calcs,0.101965,0.062999,0.102384,0.132948
Normalized EBITDA,429393210.11,136339559.78,147868320.0,107682337.22
Total Unusual Items,-17965833.68,-8723696.49,-5887643.57,-4340365.77
Total Unusual Items Excluding Goodwill,-17965833.68,-8723696.49,-5887643.57,-4340365.77
Net Income From Continuing Operation Net Minority Interest,310974768.28,81860699.47,93236206.99,67088782.76
Reconciled Depreciation,59965452.97,41638237.4,36760670.73,24357334.15
Reconciled Cost Of Revenue,355880060.44,288623355.91,267082071.29,196712614.36
EBITDA,411427376.43,127615863.29,141980676.43,103341971.45
EBIT,351461923.46,85977625.89,105220005.7,78984637.3
Net Interest Income,-137529.9,3109890.08,303336.54,-1086003.31
Interest Expense,5178261.71,-1386911.13,1349131.27,1608923.3
Interest Income,3661913.33,1866212.69,1808336.58,590513.92
Normalized Income,327108711.583477,90034815.890624,98521052.790983,70852106.433401
Net Income From Continuing And Discontinued Operation,310974768.28,81860699.47,93236206.99,67088782.76
Total Expenses,492251521.82,383784601.97,350332323.34,259641864.45
Total Operating Income As Reported,345001455.32,87543802.75,105374003.95,77546666.89
Diluted Average Shares,383919467.0,355916085.0,358600796.0,319470394.0
Basic Average Shares,383919467.0,355916085.0,358600796.0,319470394.0
Diluted EPS,0.81,0.23,0.26,0.21
Basic EPS,0.81,0.23,0.26,0.21
Net Income Common Stockholders,310974768.28,81860699.47,93236206.99,67088782.76
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,310974768.28,81860699.47,93236206.99,67088782.76
Minority Interests,0.0,0.0,,
Net Income Including Noncontrolling Interests,310974768.28,81860699.47,93236206.99,67088782.76
Net Income Continuous Operations,310974768.28,81860699.47,93236206.99,67088782.76
Tax Provision,35308893.47,5503837.55,10634667.44,10286931.24
Pretax Income,346283661.75,87364537.02,103870874.43,77375714.0
Other Non Operating Income Expenses,-234923.65,-5773077.58,-3045588.47,-3138112.71
Special Income Charges,-18273215.87,-8723696.49,-5677166.12,-4550843.22
Other Special Charges,7978.94,397456.61,-611993.3,
Write Off,4901135.13,2760400.48,1181461.99,503992.56
Impairment Of Capital Assets,13364101.8,5565839.4,5107697.43,4046850.66
Net Non Operating Interest Income Expense,-137529.9,3109890.08,303336.54,-1086003.31
Total Other Finance Cost,-1378818.48,143233.74,155868.77,67593.93
Interest Expense Non Operating,5178261.71,-1386911.13,1349131.27,1608923.3
Interest Income Non Operating,3661913.33,1866212.69,1808336.58,590513.92
Operating Income,365130469.53,96664952.12,112137035.19,85373980.48
Operating Expense,136371461.38,95161246.06,83250252.05,62929250.09
Other Operating Expenses,7757750.7,2960743.36,3082163.09,1363114.59
Depreciation And Amortization In Income Statement,2736419.01,2023587.61,1286887.3,993742.71
Amortization,717445.86,576277.76,548993.23,356898.18
Depreciation Income Statement,2018973.15,1447309.85,737894.07,636844.53
Research And Development,66316081.52,46532692.3,33890464.51,20070358.05
Selling General And Administration,29579088.89,22435826.68,20106052.16,21239099.0
Selling And Marketing Expense,6929510.44,8211696.62,6336138.6,7771990.68
General And Administrative Expense,22649578.45,14224130.06,13769913.56,13467108.32
Gross Profit,501501930.91,191826198.18,195387287.24,148303230.57
Cost Of Revenue,355880060.44,288623355.91,267082071.29,196712614.36
Total Revenue,857381991.35,480449554.09,462469358.53,345015844.93
Operating Revenue,857381991.35,480449554.09,462469358.53,345015844.93
