,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,2887992582.0,2968844903.0,2960526697.0,2955826899.0
Share Issued,2887992582.0,2968844903.0,2960526697.0,2955826899.0
Total Debt,5008856122.49,5747665888.81,5866441572.45,4284022319.79
Tangible Book Value,56085560496.08,51437780521.83,42983019252.73,34966191751.21
Invested Capital,62834913562.98,59476530231.99,51245149311.23,41360129611.97
Working Capital,22464037373.29,15666174795.25,9497864486.4,9001054732.93
Net Tangible Assets,56085560496.08,51437780521.83,42983019252.73,34966191751.21
Capital Lease Obligations,546560928.62,1098552195.37,983818758.44,1018978731.37
Common Stock Equity,58632715174.37,55122453910.73,46589953393.31,38491509630.6
Total Capitalization,61592223909.2,55809470551.57,47371029455.23,39098649661.97
Total Equity Gross Minority Interest,59085613635.57,55517445412.74,46926672735.75,38757462615.81
Minority Interest,452898461.2,394991502.01,336719342.44,265952985.21
Stockholders Equity,58632715174.37,55122453910.73,46589953393.31,38491509630.6
Treasury Stock,2259008874.29,3156528928.12,2745245607.24,2459221426.68
Retained Earnings,32007640563.67,25773479021.49,19136475049.46,12126078376.75
Additional Paid In Capital,21745402067.97,25843968497.88,25132378116.52,24606608784.39
Capital Stock,2887992582.0,2968844903.0,2960526697.0,2955826899.0
Common Stock,2887992582.0,2968844903.0,2960526697.0,2955826899.0
Total Liabilities Net Minority Interest,21240210773.18,18151903894.38,17763654011.21,16369925768.22
Total Non Current Liabilities Net Minority Interest,5014095882.48,3395607728.81,3264291957.4,3385331898.82
Other Non Current Liabilities,,-1955363182.24,148013478.22,664487072.47
Non Current Deferred Revenue,985611937.63,1079932389.7,910921739.47,770600758.25
Non Current Deferred Taxes Liabilities,522414281.4,530106502.9,440461919.35,324125305.36
Long Term Debt And Capital Lease Obligation,3506069663.45,1785568836.21,1764894820.36,1626118762.74
Long Term Capital Lease Obligation,546560928.62,1098552195.37,983818758.44,1018978731.37
Long Term Debt,2959508734.83,687016640.84,781076061.92,607140031.37
Current Liabilities,16226114890.7,14756296165.57,14499362053.81,12984593869.4
Other Current Liabilities,3493083819.15,,,
Current Debt And Capital Lease Obligation,1502786459.04,3962097052.6,4101546752.09,2657903557.05
Current Debt,1242689653.78,3667059680.42,3874119856.0,2261479950.0
Payables,7911642623.75,8336964533.17,7785735695.22,7336659828.43
Other Payable,4936565084.33,5317901867.01,5244372309.35,4869644276.74
Dividends Payable,,,0.0,0.0
Total Tax Payable,1210636121.99,1373741119.25,882049008.77,536009384.72
Accounts Payable,1764441417.43,1645321546.91,1659314377.1,1931006166.97
Total Assets,80325824408.75,73669349307.12,64690326746.96,55127388384.03
Total Non Current Assets,41635672144.76,43246878346.3,40693100206.75,33141739781.7
Other Non Current Assets,105729134.27,98154089.81,1044331196.02,2165974478.81
Non Current Deferred Assets,526785195.82,1679721310.08,1810854549.3,1539454173.75
Non Current Deferred Taxes Assets,473067120.36,366691216.7,492110798.65,389846300.63
Investmentin Financial Assets,8943404353.91,8626009050.68,8954329860.71,8714098195.97
Available For Sale Securities,8943404353.91,8626009050.68,8954329860.71,8714098195.97
Long Term Equity Investment,2325547530.62,2215629616.25,1202930849.89,678304556.75
Goodwill And Other Intangible Assets,2547154678.29,3684673388.9,3606934140.58,3525317879.39
Other Intangible Assets,1574802246.74,1863800704.15,1784832359.55,1599754747.41
Goodwill,972352431.55,1820872684.75,1822101781.03,1925563131.98
Net PPE,25651015131.49,25563521673.88,22643623811.6,15395234196.4
Accumulated Depreciation,-9224537610.32,-7437561084.48,-5657462936.3,-4453494812.8
Gross PPE,34875552741.81,33001082758.36,28301086747.9,19848729009.2
Construction In Progress,5965794321.58,6982392940.58,7473305409.62,5771792447.77
Other Properties,13519803168.15,13219015027.89,11036960515.13,7229374927.56
Machinery Furniture Equipment,6314167126.53,5105957162.35,3996189277.42,2977252842.65
Buildings And Improvements,,,,3870308791.22
Properties,9075788125.55,7693717627.54,5794631545.73,3870308791.22
Current Assets,38690152263.99,30422470960.82,23997226540.21,21985648602.33
Other Current Assets,2160249418.4,1929333343.99,2649778391.0,1001966753.16
Hedging Assets Current,,414035113.41,135635584.75,229142186.76
Assets Held For Sale Current,2191331709.82,,,
Prepaid Assets,225725044.84,243663367.83,290612821.22,302910091.83
Inventory,5399747062.06,4736229956.28,5668594794.94,5905005712.92
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,1867664335.55,1850135599.79,1716034415.74,1350428504.32
Finished Goods,1495477951.49,999523384.32,1054821947.3,1271312154.34
Work In Process,989885503.12,823674912.64,1565927910.16,2195128457.68
Raw Materials,1046719271.9,1062896059.53,1331810521.74,1088136596.58
Other Receivables,1205380118.79,1422767027.61,1292085744.39,1161012603.1
Accounts Receivable,7951700878.82,7901380298.53,5972777810.06,4619550091.65
Allowance For Doubtful Accounts Receivable,-461416141.11,-373169482.68,-160253253.58,-102526361.54
Gross Accounts Receivable,8413117019.93,8274549781.21,6133031063.64,4722076453.19
Cash Cash Equivalents And Short Term Investments,19556018031.26,13775061853.17,7987741393.85,8766061162.91
Other Short Term Investments,1233983963.56,11003188.04,2000000.0,527288380.38
Cash And Cash Equivalents,18322034067.7,13764058665.13,7985741393.85,8238772782.53
Cash Equivalents,52592426.51,30415665.28,133988491.5,109547784.68
Cash Financial,18269441641.19,13733642999.85,7851752902.35,8129224997.85
